adr_id,compound_id,source
C0009806,CHEMBL535,SIDER
C0011124,CHEMBL535,SIDER
C0855242,CHEMBL535,SIDER
C0011606,CHEMBL535,SIDER
C0011849,CHEMBL535,SIDER
C0011991,CHEMBL535,SIDER
C0012833,CHEMBL535,SIDER
C0013395,CHEMBL535,SIDER
C0013404,CHEMBL535,SIDER
C0013447,CHEMBL535,SIDER
C0013595,CHEMBL535,SIDER
C0013604,CHEMBL535,SIDER
C0013922,CHEMBL535,SIDER
C0015230,CHEMBL535,SIDER
C0011603,CHEMBL535,SIDER
C0015376,CHEMBL535,SIDER
C0015672,CHEMBL535,SIDER
C0015914,CHEMBL535,SIDER
C0521305,CHEMBL535,SIDER
C0017675,CHEMBL535,SIDER
C0018418,CHEMBL535,SIDER
C0018681,CHEMBL535,SIDER
C0018801,CHEMBL535,SIDER
C0018991,CHEMBL535,SIDER
C0019158,CHEMBL535,SIDER
C0020437,CHEMBL535,SIDER
C0020456,CHEMBL535,SIDER
C0020510,CHEMBL535,SIDER
C0020517,CHEMBL535,SIDER
C0020578,CHEMBL535,SIDER
C0020649,CHEMBL535,SIDER
C0022346,CHEMBL535,SIDER
C0023518,CHEMBL535,SIDER
C0023530,CHEMBL535,SIDER
C0027051,CHEMBL535,SIDER
C0948089,CHEMBL535,SIDER
C0027497,CHEMBL535,SIDER
C0029124,CHEMBL535,SIDER
C0029134,CHEMBL535,SIDER
C0029456,CHEMBL535,SIDER
C0030193,CHEMBL535,SIDER
C0030305,CHEMBL535,SIDER
C0031542,CHEMBL535,SIDER
C0033774,CHEMBL535,SIDER
C0034069,CHEMBL535,SIDER
C0035078,CHEMBL535,SIDER
C0039070,CHEMBL535,SIDER
C0041657,CHEMBL535,SIDER
C0036974,CHEMBL535,SIDER
C0039231,CHEMBL535,SIDER
C0040034,CHEMBL535,SIDER
C0040053,CHEMBL535,SIDER
C0042023,CHEMBL535,SIDER
C0042376,CHEMBL535,SIDER
C0042963,CHEMBL535,SIDER
C0043094,CHEMBL535,SIDER
C0085577,CHEMBL535,SIDER
C0271899,CHEMBL535,SIDER
C0085584,CHEMBL535,SIDER
C0085605,CHEMBL535,SIDER
C0086565,CHEMBL535,SIDER
C0151578,CHEMBL535,SIDER
C0235431,CHEMBL535,SIDER
C0151735,CHEMBL535,SIDER
C0151907,CHEMBL535,SIDER
C0151908,CHEMBL535,SIDER
C0154833,CHEMBL535,SIDER
C0162830,CHEMBL535,SIDER
C0231807,CHEMBL535,SIDER
C0233715,CHEMBL535,SIDER
C0037822,CHEMBL535,SIDER
C0234233,CHEMBL535,SIDER
C0235378,CHEMBL535,SIDER
C0235660,CHEMBL535,SIDER
C0242350,CHEMBL535,SIDER
C0262397,CHEMBL535,SIDER
C0541896,CHEMBL535,SIDER
C0574067,CHEMBL535,SIDER
C0010200,CHEMBL535,SIDER
C0574770,CHEMBL535,SIDER
C0002170,CHEMBL535,SIDER
C0575081,CHEMBL535,SIDER
C0600142,CHEMBL535,SIDER
C0236075,CHEMBL535,SIDER
C0699885,CHEMBL535,SIDER
C0005684,CHEMBL535,SIDER
C0700590,CHEMBL535,SIDER
C0020458,CHEMBL535,SIDER
C0740379,CHEMBL535,SIDER
C0852792,CHEMBL535,SIDER
C0746883,CHEMBL535,SIDER
C0854100,CHEMBL535,SIDER
C0947912,CHEMBL535,SIDER
C0151786,CHEMBL535,SIDER
C1527411,CHEMBL535,SIDER
C2239176,CHEMBL535,SIDER
C0345904,CHEMBL535,SIDER
C0000737,CHEMBL535,SIDER
C0687713,CHEMBL535,SIDER
C0001122,CHEMBL535,SIDER
C0001807,CHEMBL535,SIDER
C0001824,CHEMBL535,SIDER
C0002418,CHEMBL535,SIDER
C0002622,CHEMBL535,SIDER
C0002792,CHEMBL535,SIDER
C0002871,CHEMBL535,SIDER
C0002957,CHEMBL535,SIDER
C0003123,CHEMBL535,SIDER
C0232462,CHEMBL535,SIDER
C0003811,CHEMBL535,SIDER
C0003862,CHEMBL535,SIDER
C0948594,CHEMBL535,SIDER
C0004093,CHEMBL535,SIDER
C0004096,CHEMBL535,SIDER
C0004134,CHEMBL535,SIDER
C0004604,CHEMBL535,SIDER
C0004936,CHEMBL535,SIDER
C0009450,CHEMBL535,SIDER
C0009676,CHEMBL535,SIDER
C1443060,CHEMBL535,SIDER
C0009763,CHEMBL535,SIDER
C0009806,CHEMBL535,SIDER
C0010200,CHEMBL535,SIDER
C0010520,CHEMBL535,SIDER
C0011168,CHEMBL535,SIDER
C0011175,CHEMBL535,SIDER
C0011253,CHEMBL535,SIDER
C0011551,CHEMBL535,SIDER
C0011570,CHEMBL535,SIDER
C0011606,CHEMBL535,SIDER
C0011991,CHEMBL535,SIDER
C0012569,CHEMBL535,SIDER
C0012833,CHEMBL535,SIDER
C0013144,CHEMBL535,SIDER
C2830004,CHEMBL535,SIDER
C0013362,CHEMBL535,SIDER
C0029408,CHEMBL535,SIDER
C0013378,CHEMBL535,SIDER
C0013395,CHEMBL535,SIDER
C0013404,CHEMBL535,SIDER
C0013491,CHEMBL535,SIDER
C0014549,CHEMBL535,SIDER
C0015230,CHEMBL535,SIDER
C0011603,CHEMBL535,SIDER
C0015397,CHEMBL535,SIDER
C0015672,CHEMBL535,SIDER
C0015732,CHEMBL535,SIDER
C0016658,CHEMBL535,SIDER
C0016655,CHEMBL535,SIDER
C0017178,CHEMBL535,SIDER
C0018418,CHEMBL535,SIDER
C0018524,CHEMBL535,SIDER
C0018681,CHEMBL535,SIDER
C0018790,CHEMBL535,SIDER
C0018799,CHEMBL535,SIDER
C0018801,CHEMBL535,SIDER
C0018939,CHEMBL535,SIDER
C0019521,CHEMBL535,SIDER
C0020039,CHEMBL535,SIDER
C0020517,CHEMBL535,SIDER
C0020523,CHEMBL535,SIDER
C0020578,CHEMBL535,SIDER
C0020649,CHEMBL535,SIDER
C0020651,CHEMBL535,SIDER
C0020672,CHEMBL535,SIDER
C0413252,CHEMBL535,SIDER
C0021167,CHEMBL535,SIDER
C0021177,CHEMBL535,SIDER
C0855242,CHEMBL535,SIDER
C0022346,CHEMBL535,SIDER
C0023066,CHEMBL535,SIDER
C0023380,CHEMBL535,SIDER
C0023530,CHEMBL535,SIDER
C0026650,CHEMBL535,SIDER
C0013384,CHEMBL535,SIDER
C0026821,CHEMBL535,SIDER
C0037763,CHEMBL535,SIDER
C0026827,CHEMBL535,SIDER
C1142135,CHEMBL535,SIDER
C0026961,CHEMBL535,SIDER
C0027051,CHEMBL535,SIDER
C0948089,CHEMBL535,SIDER
C0027497,CHEMBL535,SIDER
C0027765,CHEMBL535,SIDER
C0027769,CHEMBL535,SIDER
C0233494,CHEMBL535,SIDER
C0027947,CHEMBL535,SIDER
C0028084,CHEMBL535,SIDER
C0028643,CHEMBL535,SIDER
C0278134,CHEMBL535,SIDER
C0020580,CHEMBL535,SIDER
C0028738,CHEMBL535,SIDER
C0029882,CHEMBL535,SIDER
C0030193,CHEMBL535,SIDER
C0030232,CHEMBL535,SIDER
C0030252,CHEMBL535,SIDER
C0030318,CHEMBL535,SIDER
C0031542,CHEMBL535,SIDER
C0032285,CHEMBL535,SIDER
C0033774,CHEMBL535,SIDER
C0033975,CHEMBL535,SIDER
C0034634,CHEMBL535,SIDER
C0034880,CHEMBL535,SIDER
C0034882,CHEMBL535,SIDER
C0687707,CHEMBL535,SIDER
C0035078,CHEMBL535,SIDER
C0035455,CHEMBL535,SIDER
C0036104,CHEMBL535,SIDER
C0037036,CHEMBL535,SIDER
C0036974,CHEMBL535,SIDER
C0037199,CHEMBL535,SIDER
C0037317,CHEMBL535,SIDER
C0851578,CHEMBL535,SIDER
C0037822,CHEMBL535,SIDER
C0038990,CHEMBL535,SIDER
C0020458,CHEMBL535,SIDER
C0038999,CHEMBL535,SIDER
C0039070,CHEMBL535,SIDER
C0041657,CHEMBL535,SIDER
C0039231,CHEMBL535,SIDER
C0039971,CHEMBL535,SIDER
C0040034,CHEMBL535,SIDER
C0041834,CHEMBL535,SIDER
C0042024,CHEMBL535,SIDER
C0042029,CHEMBL535,SIDER
C0042075,CHEMBL535,SIDER
C0041969,CHEMBL535,SIDER
C0042109,CHEMBL535,SIDER
C0042373,CHEMBL535,SIDER
C0042401,CHEMBL535,SIDER
C1142412,CHEMBL535,SIDER
C0042487,CHEMBL535,SIDER
C0042571,CHEMBL535,SIDER
C0042790,CHEMBL535,SIDER
C3665347,CHEMBL535,SIDER
C0042963,CHEMBL535,SIDER
C0043352,CHEMBL535,SIDER
C0080274,CHEMBL535,SIDER
C0085593,CHEMBL535,SIDER
C0085628,CHEMBL535,SIDER
C0549249,CHEMBL535,SIDER
C0085633,CHEMBL535,SIDER
C0233472,CHEMBL535,SIDER
C0085649,CHEMBL535,SIDER
C0086439,CHEMBL535,SIDER
C0086565,CHEMBL535,SIDER
C0087169,CHEMBL535,SIDER
C0152128,CHEMBL535,SIDER
C0151735,CHEMBL535,SIDER
C0151736,CHEMBL535,SIDER
C3263723,CHEMBL535,SIDER
C0151786,CHEMBL535,SIDER
C0151872,CHEMBL535,SIDER
C0151907,CHEMBL535,SIDER
C0151951,CHEMBL535,SIDER
C0852990,CHEMBL535,SIDER
C0162287,CHEMBL535,SIDER
C0162297,CHEMBL535,SIDER
C0162429,CHEMBL535,SIDER
C0178298,CHEMBL535,SIDER
C0037274,CHEMBL535,SIDER
C0220870,CHEMBL535,SIDER
C0231528,CHEMBL535,SIDER
C0231530,CHEMBL535,SIDER
C0232459,CHEMBL535,SIDER
C0232461,CHEMBL535,SIDER
C0232726,CHEMBL535,SIDER
C2242737,CHEMBL535,SIDER
C0034886,CHEMBL535,SIDER
C0233514,CHEMBL535,SIDER
C0233571,CHEMBL535,SIDER
C0085631,CHEMBL535,SIDER
C0233632,CHEMBL535,SIDER
C1306341,CHEMBL535,SIDER
C0233754,CHEMBL535,SIDER
C0233794,CHEMBL535,SIDER
C0233795,CHEMBL535,SIDER
C0234215,CHEMBL535,SIDER
C0234233,CHEMBL535,SIDER
C0234518,CHEMBL535,SIDER
C0235063,CHEMBL535,SIDER
C0855775,CHEMBL535,SIDER
C0235113,CHEMBL535,SIDER
C0235146,CHEMBL535,SIDER
C0235169,CHEMBL535,SIDER
C0235198,CHEMBL535,SIDER
C0233414,CHEMBL535,SIDER
C0237314,CHEMBL535,SIDER
C0241705,CHEMBL535,SIDER
C0013428,CHEMBL535,SIDER
C0242350,CHEMBL535,SIDER
C0267596,CHEMBL535,SIDER
C0267792,CHEMBL535,SIDER
C0270971,CHEMBL535,SIDER
C0278080,CHEMBL535,SIDER
C0439857,CHEMBL535,SIDER
C0344232,CHEMBL535,SIDER
C0349506,CHEMBL535,SIDER
C0162830,CHEMBL535,SIDER
C0392676,CHEMBL535,SIDER
C0424000,CHEMBL535,SIDER
C0424295,CHEMBL535,SIDER
C0427108,CHEMBL535,SIDER
C0575090,CHEMBL535,SIDER
C0428977,CHEMBL535,SIDER
C0438717,CHEMBL535,SIDER
C0497156,CHEMBL535,SIDER
C0520966,CHEMBL535,SIDER
C0541819,CHEMBL535,SIDER
C0547030,CHEMBL535,SIDER
C0574067,CHEMBL535,SIDER
C0700361,CHEMBL535,SIDER
C0740399,CHEMBL535,SIDER
C0855223,CHEMBL535,SIDER
C0751295,CHEMBL535,SIDER
C0751476,CHEMBL535,SIDER
C0151888,CHEMBL535,SIDER
C0853813,CHEMBL535,SIDER
C0856984,CHEMBL535,SIDER
C0877609,CHEMBL535,SIDER
C0917801,CHEMBL535,SIDER
C0947912,CHEMBL535,SIDER
C1145670,CHEMBL535,SIDER
C1262144,CHEMBL535,SIDER
C1504494,CHEMBL535,SIDER
C0030554,CHEMBL535,SIDER
C1610069,CHEMBL535,SIDER
C1392046,CHEMBL535,SIDER
C2981158,CHEMBL535,SIDER
C3203358,CHEMBL535,SIDER
C0242184,CHEMBL535,SIDER
C3665386,CHEMBL535,SIDER
C0000737,CHEMBL535,SIDER
C0687713,CHEMBL535,SIDER
C0001925,CHEMBL535,SIDER
C0003123,CHEMBL535,SIDER
C0232462,CHEMBL535,SIDER
C0003467,CHEMBL535,SIDER
C0004093,CHEMBL535,SIDER
C0008031,CHEMBL535,SIDER
C0011603,CHEMBL535,SIDER
C0011880,CHEMBL535,SIDER
C0011991,CHEMBL535,SIDER
C0012569,CHEMBL535,SIDER
C0012833,CHEMBL535,SIDER
C0013604,CHEMBL535,SIDER
C0014457,CHEMBL535,SIDER
C0015230,CHEMBL535,SIDER
C0015967,CHEMBL535,SIDER
C0016382,CHEMBL535,SIDER
C0017979,CHEMBL535,SIDER
C0018681,CHEMBL535,SIDER
C0018965,CHEMBL535,SIDER
C0019080,CHEMBL535,SIDER
C0518015,CHEMBL535,SIDER
C0019340,CHEMBL535,SIDER
C0019372,CHEMBL535,SIDER
C0019572,CHEMBL535,SIDER
C0020456,CHEMBL535,SIDER
C0020457,CHEMBL535,SIDER
C0020517,CHEMBL535,SIDER
C0020538,CHEMBL535,SIDER
C0020621,CHEMBL535,SIDER
C0020649,CHEMBL535,SIDER
C0023530,CHEMBL535,SIDER
C0024103,CHEMBL535,SIDER
C0027497,CHEMBL535,SIDER
C0027726,CHEMBL535,SIDER
C0030193,CHEMBL535,SIDER
C0030252,CHEMBL535,SIDER
C0030305,CHEMBL535,SIDER
C0030554,CHEMBL535,SIDER
C0032541,CHEMBL535,SIDER
C0152025,CHEMBL535,SIDER
C0033774,CHEMBL535,SIDER
C0034150,CHEMBL535,SIDER
C1368065,CHEMBL535,SIDER
C0038534,CHEMBL535,SIDER
C0009760,CHEMBL535,SIDER
C0038990,CHEMBL535,SIDER
C0020458,CHEMBL535,SIDER
C0039231,CHEMBL535,SIDER
C0040034,CHEMBL535,SIDER
C0042963,CHEMBL535,SIDER
C0043094,CHEMBL535,SIDER
C0086543,CHEMBL535,SIDER
C0151904,CHEMBL535,SIDER
C0162119,CHEMBL535,SIDER
C0220870,CHEMBL535,SIDER
C0220982,CHEMBL535,SIDER
C0231218,CHEMBL535,SIDER
C0234215,CHEMBL535,SIDER
C1443060,CHEMBL535,SIDER
C2047937,CHEMBL535,SIDER
C0232487,CHEMBL535,SIDER
C0234133,CHEMBL535,SIDER
C0015371,CHEMBL535,SIDER
C0235660,CHEMBL535,SIDER
C0239150,CHEMBL535,SIDER
C0852810,CHEMBL535,SIDER
C0239987,CHEMBL535,SIDER
C0853705,CHEMBL535,SIDER
C0242528,CHEMBL535,SIDER
C0267953,CHEMBL535,SIDER
C0268000,CHEMBL535,SIDER
C0344232,CHEMBL535,SIDER
C0423153,CHEMBL535,SIDER
C0152227,CHEMBL535,SIDER
C0438434,CHEMBL535,SIDER
C0036454,CHEMBL535,SIDER
C0497156,CHEMBL535,SIDER
C0542203,CHEMBL535,SIDER
C0549386,CHEMBL535,SIDER
C2939147,CHEMBL535,SIDER
C0687133,CHEMBL535,SIDER
C0700361,CHEMBL535,SIDER
C0917798,CHEMBL535,SIDER
C0917801,CHEMBL535,SIDER
C1258215,CHEMBL535,SIDER
C2062908,CHEMBL535,SIDER
C0018099,CHEMBL535,SIDER
C2364111,CHEMBL535,SIDER
C0000729,CHEMBL535,SIDER
C0000737,CHEMBL535,SIDER
C0000731,CHEMBL535,SIDER
C0687713,CHEMBL535,SIDER
C0001824,CHEMBL535,SIDER
C0002170,CHEMBL535,SIDER
C0002418,CHEMBL535,SIDER
C0002792,CHEMBL535,SIDER
C0002871,CHEMBL535,SIDER
C0002874,CHEMBL535,SIDER
C0002878,CHEMBL535,SIDER
C0002962,CHEMBL535,SIDER
C0002994,CHEMBL535,SIDER
C0003123,CHEMBL535,SIDER
C0232462,CHEMBL535,SIDER
C0003467,CHEMBL535,SIDER
C0003537,CHEMBL535,SIDER
C0003811,CHEMBL535,SIDER
C0003850,CHEMBL535,SIDER
C0003862,CHEMBL535,SIDER
C0948594,CHEMBL535,SIDER
C0003864,CHEMBL535,SIDER
C0003873,CHEMBL535,SIDER
C0004093,CHEMBL535,SIDER
C0004096,CHEMBL535,SIDER
C0004604,CHEMBL535,SIDER
C0004936,CHEMBL535,SIDER
C0006266,CHEMBL535,SIDER
C0006277,CHEMBL535,SIDER
C0007097,CHEMBL535,SIDER
C0006826,CHEMBL535,SIDER
C0007222,CHEMBL535,SIDER
C0007859,CHEMBL535,SIDER
C0008031,CHEMBL535,SIDER
C0009144,CHEMBL535,SIDER
C0009319,CHEMBL535,SIDER
C0009324,CHEMBL535,SIDER
C0033247,CHEMBL535,SIDER
C0009421,CHEMBL535,SIDER
C0009450,CHEMBL535,SIDER
C0009676,CHEMBL535,SIDER
C1443060,CHEMBL535,SIDER
C0009763,CHEMBL535,SIDER
C0009766,CHEMBL535,SIDER
C0009806,CHEMBL535,SIDER
C0009938,CHEMBL535,SIDER
C0010034,CHEMBL535,SIDER
C0010037,CHEMBL535,SIDER
C0010038,CHEMBL535,SIDER
C0010043,CHEMBL535,SIDER
C0010200,CHEMBL535,SIDER
C0010346,CHEMBL535,SIDER
C0010692,CHEMBL535,SIDER
C0403632,CHEMBL535,SIDER
C0232849,CHEMBL535,SIDER
C0011334,CHEMBL535,SIDER
C0011570,CHEMBL535,SIDER
C0011603,CHEMBL535,SIDER
C0011606,CHEMBL535,SIDER
C0011616,CHEMBL535,SIDER
C0011991,CHEMBL535,SIDER
C0012569,CHEMBL535,SIDER
C0012833,CHEMBL535,SIDER
C0013144,CHEMBL535,SIDER
C2830004,CHEMBL535,SIDER
C0013378,CHEMBL535,SIDER
C0013390,CHEMBL535,SIDER
C0013395,CHEMBL535,SIDER
C0013404,CHEMBL535,SIDER
C0013415,CHEMBL535,SIDER
C0013428,CHEMBL535,SIDER
C0013456,CHEMBL535,SIDER
C0013491,CHEMBL535,SIDER
C0013595,CHEMBL535,SIDER
C0013604,CHEMBL535,SIDER
C0014457,CHEMBL535,SIDER
C0014518,CHEMBL535,SIDER
C0014591,CHEMBL535,SIDER
C0014724,CHEMBL535,SIDER
C0014742,CHEMBL535,SIDER
C0014852,CHEMBL535,SIDER
C0014868,CHEMBL535,SIDER
C0015230,CHEMBL535,SIDER
C0015397,CHEMBL535,SIDER
C0015672,CHEMBL535,SIDER
C0015967,CHEMBL535,SIDER
C0016204,CHEMBL535,SIDER
C0016242,CHEMBL535,SIDER
C0016382,CHEMBL535,SIDER
C0016867,CHEMBL535,SIDER
C0242301,CHEMBL535,SIDER
C0017152,CHEMBL535,SIDER
C0017160,CHEMBL535,SIDER
C0017178,CHEMBL535,SIDER
C0017181,CHEMBL535,SIDER
C0017574,CHEMBL535,SIDER
C0017675,CHEMBL535,SIDER
C0018099,CHEMBL535,SIDER
C0018500,CHEMBL535,SIDER
C0018520,CHEMBL535,SIDER
C0018524,CHEMBL535,SIDER
C0018681,CHEMBL535,SIDER
C0018772,CHEMBL535,SIDER
C1384666,CHEMBL535,SIDER
C0018799,CHEMBL535,SIDER
C0018801,CHEMBL535,SIDER
C0018802,CHEMBL535,SIDER
C0018834,CHEMBL535,SIDER
C0018926,CHEMBL535,SIDER
C0018965,CHEMBL535,SIDER
C0019080,CHEMBL535,SIDER
C0518015,CHEMBL535,SIDER
C0019112,CHEMBL535,SIDER
C0019158,CHEMBL535,SIDER
C0019212,CHEMBL535,SIDER
C0019270,CHEMBL535,SIDER
C0019348,CHEMBL535,SIDER
C0020443,CHEMBL535,SIDER
C0020453,CHEMBL535,SIDER
C0020456,CHEMBL535,SIDER
C0020517,CHEMBL535,SIDER
C0020538,CHEMBL535,SIDER
C0020578,CHEMBL535,SIDER
C0020580,CHEMBL535,SIDER
C0020615,CHEMBL535,SIDER
C0020649,CHEMBL535,SIDER
C0021053,CHEMBL535,SIDER
C0021400,CHEMBL535,SIDER
C0021845,CHEMBL535,SIDER
C0022081,CHEMBL535,SIDER
C0022107,CHEMBL535,SIDER
C0022281,CHEMBL535,SIDER
C0022346,CHEMBL535,SIDER
C0022408,CHEMBL535,SIDER
C0029408,CHEMBL535,SIDER
C0022568,CHEMBL535,SIDER
C0022660,CHEMBL535,SIDER
C0022667,CHEMBL535,SIDER
C0022904,CHEMBL535,SIDER
C3495920,CHEMBL535,SIDER
C0023052,CHEMBL535,SIDER
C0023066,CHEMBL535,SIDER
C0023067,CHEMBL535,SIDER
C0023218,CHEMBL535,SIDER
C0037763,CHEMBL535,SIDER
C0023380,CHEMBL535,SIDER
C0023530,CHEMBL535,SIDER
C0023895,CHEMBL535,SIDER
C0151763,CHEMBL535,SIDER
C0239571,CHEMBL535,SIDER
C0025061,CHEMBL535,SIDER
C0025222,CHEMBL535,SIDER
C0025289,CHEMBL535,SIDER
C0025290,CHEMBL535,SIDER
C0026821,CHEMBL535,SIDER
C0026826,CHEMBL535,SIDER
C0027051,CHEMBL535,SIDER
C0948089,CHEMBL535,SIDER
C0027339,CHEMBL535,SIDER
C0027441,CHEMBL535,SIDER
C0027497,CHEMBL535,SIDER
C0027707,CHEMBL535,SIDER
C0041349,CHEMBL535,SIDER
C0027726,CHEMBL535,SIDER
C0027765,CHEMBL535,SIDER
C0027769,CHEMBL535,SIDER
C0233494,CHEMBL535,SIDER
C0027813,CHEMBL535,SIDER
C0031117,CHEMBL535,SIDER
C0028077,CHEMBL535,SIDER
C0028084,CHEMBL535,SIDER
C0028734,CHEMBL535,SIDER
C0028961,CHEMBL535,SIDER
C0030193,CHEMBL535,SIDER
C0030196,CHEMBL535,SIDER
C0030252,CHEMBL535,SIDER
C0030305,CHEMBL535,SIDER
C0030312,CHEMBL535,SIDER
C0030554,CHEMBL535,SIDER
C0030920,CHEMBL535,SIDER
C0031085,CHEMBL535,SIDER
C0518988,CHEMBL535,SIDER
C0031350,CHEMBL535,SIDER
C0031542,CHEMBL535,SIDER
C0032285,CHEMBL535,SIDER
C0032617,CHEMBL535,SIDER
C1167965,CHEMBL535,SIDER
C0033246,CHEMBL535,SIDER
C0033687,CHEMBL535,SIDER
C0948586,CHEMBL535,SIDER
C0033774,CHEMBL535,SIDER
C0033975,CHEMBL535,SIDER
C0034150,CHEMBL535,SIDER
C1368065,CHEMBL535,SIDER
C0034152,CHEMBL535,SIDER
C0034882,CHEMBL535,SIDER
C0687707,CHEMBL535,SIDER
C0035078,CHEMBL535,SIDER
C0035455,CHEMBL535,SIDER
C0036454,CHEMBL535,SIDER
C0036508,CHEMBL535,SIDER
C0036572,CHEMBL535,SIDER
C0036974,CHEMBL535,SIDER
C0037199,CHEMBL535,SIDER
C0037287,CHEMBL535,SIDER
C0281981,CHEMBL535,SIDER
C0037299,CHEMBL535,SIDER
C0037822,CHEMBL535,SIDER
C0038325,CHEMBL535,SIDER
C0038362,CHEMBL535,SIDER
C0038363,CHEMBL535,SIDER
C0038367,CHEMBL535,SIDER
C0149745,CHEMBL535,SIDER
C0038454,CHEMBL535,SIDER
C0038990,CHEMBL535,SIDER
C0020458,CHEMBL535,SIDER
C0038999,CHEMBL535,SIDER
C0039070,CHEMBL535,SIDER
C0041657,CHEMBL535,SIDER
C0039231,CHEMBL535,SIDER
C0039584,CHEMBL535,SIDER
C0039971,CHEMBL535,SIDER
C0040034,CHEMBL535,SIDER
C0040264,CHEMBL535,SIDER
C0040460,CHEMBL535,SIDER
C0040822,CHEMBL535,SIDER
C0041582,CHEMBL535,SIDER
C0041834,CHEMBL535,SIDER
C0041912,CHEMBL535,SIDER
C0042023,CHEMBL535,SIDER
C0042029,CHEMBL535,SIDER
C0042075,CHEMBL535,SIDER
C0041969,CHEMBL535,SIDER
C0042109,CHEMBL535,SIDER
C0042373,CHEMBL535,SIDER
C0042384,CHEMBL535,SIDER
C0042401,CHEMBL535,SIDER
C1142412,CHEMBL535,SIDER
C0042571,CHEMBL535,SIDER
C0042769,CHEMBL535,SIDER
C0042963,CHEMBL535,SIDER
C0043094,CHEMBL535,SIDER
C0043096,CHEMBL535,SIDER
C0043144,CHEMBL535,SIDER
C0043352,CHEMBL535,SIDER
C0085584,CHEMBL535,SIDER
C0085593,CHEMBL535,SIDER
C0085595,CHEMBL535,SIDER
C0234930,CHEMBL535,SIDER
C0085605,CHEMBL535,SIDER
C0085624,CHEMBL535,SIDER
C0085641,CHEMBL535,SIDER
C0085649,CHEMBL535,SIDER
C0085932,CHEMBL535,SIDER
C0086439,CHEMBL535,SIDER
C0086543,CHEMBL535,SIDER
C0086565,CHEMBL535,SIDER
C0149931,CHEMBL535,SIDER
C0151315,CHEMBL535,SIDER
C0948525,CHEMBL535,SIDER
C1320474,CHEMBL535,SIDER
C0151464,CHEMBL535,SIDER
C0151505,CHEMBL535,SIDER
C0151529,CHEMBL535,SIDER
C0151565,CHEMBL535,SIDER
C0151623,CHEMBL535,SIDER
C0151576,CHEMBL535,SIDER
C0853034,CHEMBL535,SIDER
C0151578,CHEMBL535,SIDER
C0235431,CHEMBL535,SIDER
C0151594,CHEMBL535,SIDER
C0151636,CHEMBL535,SIDER
C0151713,CHEMBL535,SIDER
C1168034,CHEMBL535,SIDER
C0151717,CHEMBL535,SIDER
C0151735,CHEMBL535,SIDER
C0151736,CHEMBL535,SIDER
C3263723,CHEMBL535,SIDER
C0151746,CHEMBL535,SIDER
C1565489,CHEMBL535,SIDER
C0151795,CHEMBL535,SIDER
C0151798,CHEMBL535,SIDER
C0151810,CHEMBL535,SIDER
C0852908,CHEMBL535,SIDER
C0151825,CHEMBL535,SIDER
C0151827,CHEMBL535,SIDER
C0151828,CHEMBL535,SIDER
C0151882,CHEMBL535,SIDER
C0151883,CHEMBL535,SIDER
C0151904,CHEMBL535,SIDER
C0151905,CHEMBL535,SIDER
C0151907,CHEMBL535,SIDER
C0151908,CHEMBL535,SIDER
C0151971,CHEMBL535,SIDER
C0152029,CHEMBL535,SIDER
C0152030,CHEMBL535,SIDER
C0155169,CHEMBL535,SIDER
C0014236,CHEMBL535,SIDER
C0162281,CHEMBL535,SIDER
C0162285,CHEMBL535,SIDER
C0162429,CHEMBL535,SIDER
C0162830,CHEMBL535,SIDER
C0178298,CHEMBL535,SIDER
C0037274,CHEMBL535,SIDER
C0178415,CHEMBL535,SIDER
C0205204,CHEMBL535,SIDER
C0220870,CHEMBL535,SIDER
C0221512,CHEMBL535,SIDER
C0232492,CHEMBL535,SIDER
C0231218,CHEMBL535,SIDER
C0234215,CHEMBL535,SIDER
C2047937,CHEMBL535,SIDER
C0231528,CHEMBL535,SIDER
C0232487,CHEMBL535,SIDER
C0232493,CHEMBL535,SIDER
C0233407,CHEMBL535,SIDER
C0233632,CHEMBL535,SIDER
C1306341,CHEMBL535,SIDER
C0233794,CHEMBL535,SIDER
C0235063,CHEMBL535,SIDER
C0855775,CHEMBL535,SIDER
C0235198,CHEMBL535,SIDER
C0233414,CHEMBL535,SIDER
C0235266,CHEMBL535,SIDER
C0235818,CHEMBL535,SIDER
C0235996,CHEMBL535,SIDER
C0236068,CHEMBL535,SIDER
C0237849,CHEMBL535,SIDER
C0237938,CHEMBL535,SIDER
C0239454,CHEMBL535,SIDER
C0240211,CHEMBL535,SIDER
C0241057,CHEMBL535,SIDER
C0242350,CHEMBL535,SIDER
C0242528,CHEMBL535,SIDER
C0243026,CHEMBL535,SIDER
C0259799,CHEMBL535,SIDER
C0267596,CHEMBL535,SIDER
C0267792,CHEMBL535,SIDER
C0268000,CHEMBL535,SIDER
C0302295,CHEMBL535,SIDER
C0302809,CHEMBL535,SIDER
C0332534,CHEMBL535,SIDER
C0332575,CHEMBL535,SIDER
C0333472,CHEMBL535,SIDER
C0333641,CHEMBL535,SIDER
C0339293,CHEMBL535,SIDER
C0340865,CHEMBL535,SIDER
C0340952,CHEMBL535,SIDER
C0344232,CHEMBL535,SIDER
C0349506,CHEMBL535,SIDER
C0349790,CHEMBL535,SIDER
C0392163,CHEMBL535,SIDER
C0392386,CHEMBL535,SIDER
C0423153,CHEMBL535,SIDER
C0152227,CHEMBL535,SIDER
